2017-08-07 06:43:17 | -=< Temperature Logger Restart >=-
2017-08-07 06:43:17 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 06:43:17 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 06:43:18 | TEMPLOG : Table    One | 065.300
2017-08-07 06:44:19 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 06:45:20 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 06:47:22 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 06:47:23 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 06:48:24 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 06:49:24 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 06:50:26 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 06:51:27 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 06:52:28 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 06:53:29 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 06:54:30 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 06:54:30 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 06:55:31 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 06:56:32 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 06:57:32 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 06:58:33 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 06:59:34 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:00:35 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:00:35 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 07:00:36 | TEMPLOG : Table    One | 065.300
2017-08-07 07:03:38 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:04:39 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:05:40 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:13:48 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:15:49 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:16:51 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:17:52 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:22:56 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:23:57 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:24:58 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:28:02 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:30:03 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:31:04 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:32:04 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:39:12 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:39:12 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 07:40:12 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:41:13 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 07:43:14 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:44:15 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:44:16 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 07:46:18 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:46:18 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 07:47:19 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:47:19 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 07:50:21 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:52:24 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 07:55:28 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 07:56:28 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 07:59:30 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:00:31 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:00:31 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:00:32 | TEMPLOG : Table    One | 065.300
2017-08-07 08:05:38 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:06:39 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:07:40 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:07:40 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:08:40 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:08:40 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:09:41 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:10:42 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:10:42 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:11:43 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:12:44 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:14:46 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:15:47 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:16:48 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:16:48 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:17:49 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:23:59 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:25:00 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:25:00 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:26:02 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:27:02 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:27:03 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:28:03 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:29:04 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:31:06 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:32:07 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:32:08 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:33:08 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:34:09 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:37:14 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:38:14 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:38:14 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:41:16 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:43:17 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:44:18 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:45:19 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:46:20 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:47:21 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:47:22 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:49:23 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:50:24 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 08:51:24 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:58:30 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 08:58:30 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 08:59:31 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 08:59:31 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 09:00:32 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 09:00:32 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 09:00:32 | TEMPLOG : Table    One | 065.300
2017-08-07 09:13:43 | TEMPLOG : To   GeoLoop | 068.000
2017-08-07 09:14:44 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 09:18:48 | TEMPLOG : Table    One | 066.200
2017-08-07 09:19:49 | TEMPLOG : Table    One | 065.300
2017-08-07 09:20:51 | TEMPLOG : Table    One | 066.200
2017-08-07 09:21:52 | TEMPLOG : Table    One | 065.300
2017-08-07 09:23:53 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 09:24:54 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 09:25:56 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 09:26:57 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 09:26:57 | TEMPLOG : Table    One | 066.200
2017-08-07 09:27:58 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 09:27:58 | TEMPLOG : Table    One | 065.300
2017-08-07 09:28:58 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 09:29:59 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 09:29:59 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 09:31:00 | TEMPLOG : WellhouseOne | 058.100
2017-08-07 09:32:01 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 09:32:02 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 09:32:02 | TEMPLOG : Table    One | 066.200
2017-08-07 09:33:03 | TEMPLOG : Table    One | 065.300
2017-08-07 09:34:03 | TEMPLOG : Table    One | 066.200
2017-08-07 09:47:16 | TEMPLOG : Table    One | 067.100
2017-08-07 09:48:17 | TEMPLOG : Table    One | 066.200
2017-08-07 09:50:18 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 09:51:19 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 09:54:21 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 09:55:22 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 09:56:24 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 09:56:25 | TEMPLOG : Table    One | 067.100
2017-08-07 10:00:34 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 10:00:34 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 10:00:35 | TEMPLOG : Table    One | 067.100
2017-08-07 10:03:37 | TEMPLOG : WellhouseOne | 059.000
2017-08-07 10:04:40 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 10:08:44 | TEMPLOG : Table    One | 066.200
2017-08-07 10:09:45 | TEMPLOG : Table    One | 067.100
2017-08-07 10:11:48 | TEMPLOG : Table    One | 066.200
2017-08-07 10:12:50 | TEMPLOG : Table    One | 067.100
2017-08-07 10:13:52 | TEMPLOG : Table    One | 066.200
2017-08-07 10:14:55 | TEMPLOG : Table    One | 067.100
2017-08-07 10:15:55 | TEMPLOG : Table    One | 066.200
2017-08-07 10:16:56 | TEMPLOG : Table    One | 067.100
2017-08-07 10:19:59 | TEMPLOG : Table    One | 066.200
2017-08-07 10:26:10 | TEMPLOG : Table    One | 067.100
2017-08-07 10:27:11 | TEMPLOG : To   GeoLoop | 068.900
2017-08-07 10:27:12 | TEMPLOG : Table    One | 066.200
2017-08-07 10:28:12 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 10:29:14 | TEMPLOG : Table    One | 067.100
2017-08-07 10:30:15 | TEMPLOG : Table    One | 066.200
2017-08-07 10:33:17 | TEMPLOG : Table    One | 067.100
2017-08-07 10:34:19 | TEMPLOG : Table    One | 066.200
2017-08-07 10:36:21 | TEMPLOG : Table    One | 067.100
2017-08-07 10:37:21 | TEMPLOG : Table    One | 066.200
2017-08-07 10:38:23 | TEMPLOG : Table    One | 067.100
2017-08-07 10:48:32 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 10:49:32 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 10:50:33 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 10:51:34 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 10:51:35 | TEMPLOG : Table    One | 066.200
2017-08-07 10:52:36 | TEMPLOG : Table    One | 067.100
2017-08-07 10:53:36 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 10:54:37 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 10:56:38 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 10:58:40 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:00:41 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 11:00:42 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:00:42 | TEMPLOG : Table    One | 067.100
2017-08-07 11:12:54 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 11:13:55 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:18:59 | TEMPLOG : Table    One | 068.000
2017-08-07 11:20:00 | TEMPLOG : Table    One | 067.100
2017-08-07 11:21:01 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 11:21:01 | TEMPLOG : Table    One | 068.000
2017-08-07 11:23:03 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:24:03 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 11:24:03 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 11:26:04 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 11:27:05 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 11:36:14 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:37:15 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 11:45:22 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:46:23 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 11:52:27 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:54:29 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 11:55:30 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:56:31 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 11:57:32 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 11:58:34 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 12:00:35 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 12:00:36 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 12:00:36 | TEMPLOG : Table    One | 068.000
2017-08-07 12:05:40 | TEMPLOG : WellhouseOne | 062.600
2017-08-07 12:07:42 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 12:09:45 | TEMPLOG : Table    One | 068.900
2017-08-07 12:10:46 | TEMPLOG : Table    One | 068.000
2017-08-07 12:11:47 | TEMPLOG : To   GeoLoop | 072.500
2017-08-07 12:12:48 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 12:14:50 | TEMPLOG : To   GeoLoop | 072.500
2017-08-07 12:15:51 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 12:24:00 | TEMPLOG : To   GeoLoop | 072.500
2017-08-07 12:25:01 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 12:41:19 | TEMPLOG : Table    One | 067.100
2017-08-07 12:42:25 | TEMPLOG : Table    One | 068.000
2017-08-07 12:49:32 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 12:52:34 | TEMPLOG : Table    One | 067.100
2017-08-07 12:53:35 | TEMPLOG : Table    One | 068.000
2017-08-07 13:00:42 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:00:42 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 13:00:42 | TEMPLOG : Table    One | 068.000
2017-08-07 13:01:43 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 13:03:45 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 13:04:46 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 13:05:47 | TEMPLOG : Table    One | 067.100
2017-08-07 13:06:47 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 13:07:48 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 13:08:49 | TEMPLOG : Table    One | 068.000
2017-08-07 13:09:50 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 13:10:51 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:10:51 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 13:10:51 | TEMPLOG : Table    One | 067.100
2017-08-07 13:11:51 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:11:52 | TEMPLOG : Table    One | 068.000
2017-08-07 13:12:52 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:13:53 | TEMPLOG : Table    One | 067.100
2017-08-07 13:15:55 | TEMPLOG : Table    One | 068.000
2017-08-07 13:18:56 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:19:57 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:19:58 | TEMPLOG : Table    One | 067.100
2017-08-07 13:22:01 | TEMPLOG : Table    One | 068.000
2017-08-07 13:23:01 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:25:04 | TEMPLOG : Table    One | 067.100
2017-08-07 13:26:05 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:27:07 | TEMPLOG : Table    One | 068.000
2017-08-07 13:32:13 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:33:15 | TEMPLOG : Table    One | 067.100
2017-08-07 13:34:16 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:34:16 | TEMPLOG : Table    One | 068.000
2017-08-07 13:37:19 | TEMPLOG : Table    One | 067.100
2017-08-07 13:38:19 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:39:21 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:39:21 | TEMPLOG : Table    One | 068.000
2017-08-07 13:41:24 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:41:25 | TEMPLOG : Table    One | 067.100
2017-08-07 13:42:25 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:43:27 | TEMPLOG : Table    One | 068.000
2017-08-07 13:44:28 | TEMPLOG : Table    One | 067.100
2017-08-07 13:45:28 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:45:29 | TEMPLOG : Table    One | 068.000
2017-08-07 13:46:29 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:48:31 | TEMPLOG : Table    One | 067.100
2017-08-07 13:52:33 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 13:52:34 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 13:54:36 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 13:54:36 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 13:56:38 | TEMPLOG : Table    One | 068.000
2017-08-07 13:57:39 | TEMPLOG : Table    One | 067.100
2017-08-07 14:00:42 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:00:42 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:00:42 | TEMPLOG : Table    One | 067.100
2017-08-07 14:01:43 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:02:44 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:03:46 | TEMPLOG : Table    One | 068.000
2017-08-07 14:04:46 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:04:46 | TEMPLOG : Table    One | 067.100
2017-08-07 14:05:47 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:07:49 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:08:50 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:08:51 | TEMPLOG : Table    One | 068.000
2017-08-07 14:09:51 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 14:09:52 | TEMPLOG : Table    One | 067.100
2017-08-07 14:10:52 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:10:53 | TEMPLOG : Table    One | 068.000
2017-08-07 14:11:53 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 14:11:53 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:13:56 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:16:59 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:18:00 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:20:02 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:20:02 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:22:04 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:23:04 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 14:23:05 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:24:06 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:24:06 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:25:07 | TEMPLOG : WellhouseOne | 061.700
2017-08-07 14:25:07 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:26:08 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:26:09 | TEMPLOG : Table    One | 067.100
2017-08-07 14:27:09 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:27:10 | TEMPLOG : Table    One | 068.000
2017-08-07 14:28:10 | TEMPLOG : Table    One | 067.100
2017-08-07 14:29:11 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:29:11 | TEMPLOG : Table    One | 068.000
2017-08-07 14:30:11 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:30:12 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:31:13 | TEMPLOG : Table    One | 067.100
2017-08-07 14:32:14 | TEMPLOG : To   GeoLoop | 071.600
2017-08-07 14:33:15 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:39:20 | TEMPLOG : To   GeoLoop | 071.600
