2017-08-07 06:43:17 | -=< Temperature Logger Restart >=-
2017-08-07 14:40:21 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 14:43:23 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 14:45:26 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:47:27 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 14:48:28 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:52:32 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 14:53:32 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:54:34 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 14:56:35 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:58:37 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 14:58:38 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 14:59:38 | TEMPLOG : WellhouseOne | 060.800
2017-08-07 14:59:39 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:00:39 | TEMPLOG : WellhouseOne | 059.900
2017-08-07 15:00:40 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:00:40 | TEMPLOG : Table    One | 067.100
2017-08-07 15:06:45 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:07:46 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:13:53 | TEMPLOG : Table    One | 066.200
2017-08-07 15:18:57 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:19:59 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:22:00 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:24:02 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:25:03 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:29:06 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:32:10 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:34:12 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:35:13 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:36:14 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:37:15 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:38:16 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:38:16 | TEMPLOG : Table    One | 067.100
2017-08-07 15:39:17 | TEMPLOG : Table    One | 066.200
2017-08-07 15:40:18 | TEMPLOG : Table    One | 067.100
2017-08-07 15:42:20 | TEMPLOG : Table    One | 066.200
2017-08-07 15:44:22 | TEMPLOG : Table    One | 067.100
2017-08-07 15:45:23 | TEMPLOG : Table    One | 066.200
2017-08-07 15:46:23 | TEMPLOG : To   GeoLoop | 069.800
2017-08-07 15:47:24 | TEMPLOG : To   GeoLoop | 070.700
2017-08-07 15:49:25 | TEMPLOG : Table    One | 067.100
2017-08-07 15:52:28 | TEMPLOG : Table    One | 066.200
2017-08-07 15:54:29 | TEMPLOG : Table    One | 067.100
2017-08-07 15:56:32 | TEMPLOG : Table    One | 066.200
