2017-01-24 15:25:23 | -=< Temperature Logger Restart >=-
2017-01-24 15:25:23 | TEMPLOG : WellhouseOne | 041.900
2017-01-24 15:25:23 | TEMPLOG : Bio   Filter | 041.000
2017-01-24 15:25:24 | TEMPLOG : To   GeoLoop | 046.400
2017-01-24 15:25:24 | TEMPLOG : Table    One | 041.000
2017-01-24 15:29:28 | TEMPLOG : WellhouseOne | 041.000
2017-01-24 15:30:29 | TEMPLOG : WellhouseOne | 094.100
2017-01-24 15:31:31 | TEMPLOG : WellhouseOne | 116.600
2017-01-24 15:32:33 | TEMPLOG : WellhouseOne | 129.200
2017-01-24 15:33:34 | TEMPLOG : WellhouseOne | 125.600
2017-01-24 15:34:35 | TEMPLOG : WellhouseOne | 091.400
2017-01-24 15:35:36 | TEMPLOG : WellhouseOne | 079.700
2017-01-24 15:36:38 | TEMPLOG : WellhouseOne | 070.700
2017-01-24 15:36:39 | TEMPLOG : Table    One | 040.100
2017-01-24 15:37:39 | TEMPLOG : WellhouseOne | 063.500
2017-01-24 15:37:40 | TEMPLOG : Table    One | 041.000
2017-01-24 15:38:41 | TEMPLOG : WellhouseOne | 059.000
2017-01-24 15:39:42 | TEMPLOG : WellhouseOne | 055.400
2017-01-24 15:40:43 | TEMPLOG : WellhouseOne | 052.700
2017-01-24 15:41:44 | TEMPLOG : WellhouseOne | 050.000
2017-01-24 15:42:45 | TEMPLOG : WellhouseOne | 048.200
2017-01-24 15:42:45 | TEMPLOG : Bio   Filter | 041.900
2017-01-24 15:43:46 | TEMPLOG : WellhouseOne | 047.300
2017-01-24 15:43:47 | TEMPLOG : Table    One | 041.900
2017-01-24 15:44:47 | TEMPLOG : WellhouseOne | 046.400
2017-01-24 15:46:50 | TEMPLOG : WellhouseOne | 044.600
2017-01-24 15:47:52 | TEMPLOG : Table    One | 041.000
2017-01-24 15:48:53 | TEMPLOG : WellhouseOne | 043.700
2017-01-24 15:48:55 | TEMPLOG : Table    One | 041.900
2017-01-24 15:50:56 | TEMPLOG : WellhouseOne | 042.800
2017-01-24 15:52:58 | TEMPLOG : WellhouseOne | 041.900
2017-01-24 15:52:58 | TEMPLOG : Bio   Filter | 042.800
