2017-05-20 07:22:11 | -=< Temperature Logger Restart >=-
2017-05-20 07:22:11 | TEMPLOG : WellhouseOne | 041.000
2017-05-20 07:22:12 | TEMPLOG : To   GeoLoop | 057.200
2017-05-20 07:22:12 | TEMPLOG : Table    One | 050.900
2017-05-20 07:23:12 | TEMPLOG : WellhouseOne | 041.900
2017-05-20 07:24:14 | TEMPLOG : Table    One | 051.800
2017-05-20 07:25:14 | TEMPLOG : WellhouseOne | 042.800
2017-05-20 07:29:17 | TEMPLOG : Table    One | 052.700
2017-05-20 07:31:19 | TEMPLOG : To   GeoLoop | 058.100
2017-05-20 07:32:20 | TEMPLOG : WellhouseOne | 041.900
2017-05-20 07:32:20 | TEMPLOG : To   GeoLoop | 057.200
2017-05-20 07:35:22 | TEMPLOG : To   GeoLoop | 058.100
2017-05-20 07:36:23 | TEMPLOG : Table    One | 053.600
2017-05-20 07:43:29 | TEMPLOG : Table    One | 054.500
2017-05-20 07:49:38 | TEMPLOG : Table    One | 055.400
2017-05-20 07:55:49 | TEMPLOG : Table    One | 056.300
2017-05-20 08:00:53 | TEMPLOG : WellhouseOne | 041.900
2017-05-20 08:00:53 | TEMPLOG : To   GeoLoop | 058.100
2017-05-20 08:00:53 | TEMPLOG : Table    One | 056.300
2017-05-20 08:01:54 | TEMPLOG : To   GeoLoop | 059.000
2017-05-20 08:05:57 | TEMPLOG : Table    One | 057.200
2017-05-20 08:08:59 | TEMPLOG : WellhouseOne | 042.800
2017-05-20 08:11:01 | TEMPLOG : WellhouseOne | 041.900
2017-05-20 08:13:04 | TEMPLOG : Table    One | 058.100
2017-05-20 08:18:07 | TEMPLOG : WellhouseOne | 042.800
2017-05-20 08:18:07 | TEMPLOG : Table    One | 059.000
2017-05-20 08:22:11 | TEMPLOG : WellhouseOne | 043.700
2017-05-20 08:23:13 | TEMPLOG : Table    One | 059.900
2017-05-20 08:25:15 | TEMPLOG : WellhouseOne | 044.600
2017-05-20 08:27:18 | TEMPLOG : Table    One | 060.800
2017-05-20 08:33:24 | TEMPLOG : Table    One | 061.700
2017-05-20 08:34:24 | TEMPLOG : To   GeoLoop | 059.900
