2017-03-07 12:15:25 | -=< Temperature Logger Restart >=-
2017-03-07 12:15:25 | TEMPLOG : WellhouseOne | 053.600
2017-03-07 12:15:26 | TEMPLOG : To   GeoLoop | 063.500
2017-03-07 12:15:27 | TEMPLOG : Table    One | 078.800
2017-03-07 12:16:27 | TEMPLOG : WellhouseOne | 052.700
2017-03-07 12:16:27 | TEMPLOG : To   GeoLoop | 064.400
2017-03-07 12:16:27 | TEMPLOG : Table    One | 077.900
2017-03-07 12:17:27 | TEMPLOG : WellhouseOne | 051.800
2017-03-07 12:17:28 | TEMPLOG : To   GeoLoop | 063.500
2017-03-07 12:18:28 | TEMPLOG : WellhouseOne | 052.700
2017-03-07 12:18:28 | TEMPLOG : To   GeoLoop | 064.400
2017-03-07 12:19:29 | TEMPLOG : WellhouseOne | 051.800
2017-03-07 12:19:30 | TEMPLOG : Table    One | 078.800
2017-03-07 12:20:31 | TEMPLOG : WellhouseOne | 050.900
2017-03-07 12:21:32 | TEMPLOG : WellhouseOne | 051.800
2017-03-07 12:22:33 | TEMPLOG : To   GeoLoop | 065.300
2017-03-07 12:24:35 | TEMPLOG : To   GeoLoop | 064.400
2017-03-07 12:25:36 | TEMPLOG : WellhouseOne | 050.900
2017-03-07 12:25:36 | TEMPLOG : To   GeoLoop | 065.300
2017-03-07 12:27:38 | TEMPLOG : Table    One | 077.900
2017-03-07 12:28:39 | TEMPLOG : Table    One | 078.800
2017-03-07 12:29:40 | TEMPLOG : Table    One | 079.700
2017-03-07 12:30:40 | TEMPLOG : WellhouseOne | 050.000
2017-03-07 12:30:40 | TEMPLOG : Table    One | 078.800
2017-03-07 12:31:42 | TEMPLOG : WellhouseOne | 105.800
2017-03-07 12:31:43 | TEMPLOG : Table    One | 079.700
2017-03-07 12:32:43 | TEMPLOG : WellhouseOne | 131.900
2017-03-07 12:33:45 | TEMPLOG : WellhouseOne | 130.100
2017-03-07 12:34:46 | TEMPLOG : WellhouseOne | 085.100
2017-03-07 12:34:47 | TEMPLOG : Table    One | 078.800
2017-03-07 12:35:48 | TEMPLOG : WellhouseOne | 072.500
2017-03-07 12:35:48 | TEMPLOG : Table    One | 077.900
2017-03-07 12:36:48 | TEMPLOG : WellhouseOne | 068.900
2017-03-07 12:36:49 | TEMPLOG : Table    One | 078.800
2017-03-07 12:37:49 | TEMPLOG : WellhouseOne | 064.400
2017-03-07 12:37:49 | TEMPLOG : To   GeoLoop | 064.400
2017-03-07 12:38:50 | TEMPLOG : WellhouseOne | 061.700
2017-03-07 12:38:50 | TEMPLOG : To   GeoLoop | 065.300
2017-03-07 12:38:50 | TEMPLOG : Table    One | 077.900
2017-03-07 12:39:51 | TEMPLOG : WellhouseOne | 059.900
2017-03-07 12:39:52 | TEMPLOG : Table    One | 078.800
2017-03-07 12:40:52 | TEMPLOG : WellhouseOne | 058.100
2017-03-07 12:41:52 | TEMPLOG : WellhouseOne | 056.300
2017-03-07 12:42:53 | TEMPLOG : WellhouseOne | 055.400
2017-03-07 12:42:53 | TEMPLOG : Table    One | 079.700
2017-03-07 12:43:54 | TEMPLOG : WellhouseOne | 054.500
2017-03-07 12:43:54 | TEMPLOG : Table    One | 078.800
2017-03-07 12:44:55 | TEMPLOG : WellhouseOne | 053.600
2017-03-07 12:44:55 | TEMPLOG : Table    One | 079.700
2017-03-07 12:46:57 | TEMPLOG : Table    One | 078.800
2017-03-07 12:47:57 | TEMPLOG : WellhouseOne | 052.700
2017-03-07 12:47:58 | TEMPLOG : Table    One | 079.700
2017-03-07 12:48:58 | TEMPLOG : WellhouseOne | 053.600
2017-03-07 12:49:59 | TEMPLOG : To   GeoLoop | 064.400
2017-03-07 12:51:00 | TEMPLOG : WellhouseOne | 052.700
2017-03-07 12:51:00 | TEMPLOG : To   GeoLoop | 065.300
2017-03-07 12:53:02 | TEMPLOG : To   GeoLoop | 064.400
