2017-08-08 13:38:19 | -=< Temperature Logger Restart >=-
2017-08-08 13:38:19 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 13:38:19 | TEMPLOG : To   GeoLoop | 083.300
2017-08-08 13:38:20 | TEMPLOG : Table    One | 073.400
2017-08-08 13:40:21 | TEMPLOG : WellhouseOne | 069.800
2017-08-08 13:43:24 | TEMPLOG : Table    One | 074.300
2017-08-08 13:44:25 | TEMPLOG : Table    One | 073.400
2017-08-08 13:45:25 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 13:45:26 | TEMPLOG : Table    One | 074.300
2017-08-08 13:46:26 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 13:47:26 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 13:47:28 | TEMPLOG : Table    One | 073.400
2017-08-08 13:49:30 | TEMPLOG : Table    One | 074.300
2017-08-08 13:52:34 | TEMPLOG : WellhouseOne | 069.800
2017-08-08 13:54:36 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 13:56:38 | TEMPLOG : To   GeoLoop | 082.400
2017-08-08 13:58:40 | TEMPLOG : To   GeoLoop | 081.500
2017-08-08 13:59:41 | TEMPLOG : WellhouseOne | 069.800
2017-08-08 13:59:41 | TEMPLOG : To   GeoLoop | 080.600
2017-08-08 13:59:42 | TEMPLOG : Table    One | 073.400
2017-08-08 14:00:42 | TEMPLOG : WellhouseOne | 069.800
2017-08-08 14:00:42 | TEMPLOG : To   GeoLoop | 079.700
2017-08-08 14:00:42 | TEMPLOG : Table    One | 073.400
2017-08-08 14:02:43 | TEMPLOG : To   GeoLoop | 078.800
2017-08-08 14:05:47 | TEMPLOG : Table    One | 072.500
2017-08-08 14:06:47 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 14:09:49 | TEMPLOG : To   GeoLoop | 079.700
2017-08-08 14:09:49 | TEMPLOG : Table    One | 073.400
2017-08-08 14:10:50 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 14:10:51 | TEMPLOG : To   GeoLoop | 080.600
2017-08-08 14:13:53 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 14:15:55 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 14:16:56 | TEMPLOG : WellhouseOne | 072.500
2017-08-08 14:17:58 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 14:19:00 | TEMPLOG : To   GeoLoop | 079.700
2017-08-08 14:20:00 | TEMPLOG : WellhouseOne | 072.500
2017-08-08 14:23:07 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 14:24:08 | TEMPLOG : WellhouseOne | 072.500
2017-08-08 14:24:09 | TEMPLOG : To   GeoLoop | 078.800
2017-08-08 14:25:10 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 14:25:11 | TEMPLOG : Table    One | 072.500
2017-08-08 14:27:13 | TEMPLOG : To   GeoLoop | 077.900
2017-08-08 14:29:15 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 14:31:17 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 14:35:23 | TEMPLOG : To   GeoLoop | 078.800
2017-08-08 14:42:29 | TEMPLOG : To   GeoLoop | 077.900
2017-08-08 14:50:37 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 14:51:38 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 14:57:44 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 14:59:46 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 15:00:47 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 15:00:47 | TEMPLOG : To   GeoLoop | 077.000
2017-08-08 15:00:47 | TEMPLOG : Table    One | 072.500
2017-08-08 15:02:49 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 15:03:50 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 15:04:51 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 15:09:56 | TEMPLOG : Table    One | 071.600
2017-08-08 15:10:57 | TEMPLOG : To   GeoLoop | 076.100
2017-08-08 15:18:05 | TEMPLOG : WellhouseOne | 069.800
2017-08-08 15:36:27 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 15:40:31 | TEMPLOG : Table    One | 072.500
2017-08-08 15:41:32 | TEMPLOG : To   GeoLoop | 077.000
2017-08-08 15:45:35 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 15:46:36 | TEMPLOG : To   GeoLoop | 077.900
2017-08-08 15:48:38 | TEMPLOG : WellhouseOne | 072.500
2017-08-08 15:48:39 | TEMPLOG : To   GeoLoop | 078.800
2017-08-08 15:48:39 | TEMPLOG : Table    One | 073.400
2017-08-08 15:51:41 | TEMPLOG : WellhouseOne | 071.600
2017-08-08 15:51:41 | TEMPLOG : To   GeoLoop | 077.900
2017-08-08 15:52:43 | TEMPLOG : Table    One | 072.500
2017-08-08 15:56:46 | TEMPLOG : To   GeoLoop | 077.000
2017-08-08 15:59:48 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 16:00:49 | TEMPLOG : WellhouseOne | 070.700
2017-08-08 16:00:49 | TEMPLOG : To   GeoLoop | 077.000
2017-08-08 16:00:49 | TEMPLOG : Table    One | 072.500
