2017-02-21 16:16:57 | -=< Temperature Logger Restart >=-
2017-02-21 16:16:57 | TEMPLOG : WellhouseOne | 066.200
2017-02-21 16:16:58 | TEMPLOG : Bio   Filter | 071.600
2017-02-21 16:16:58 | TEMPLOG : To   GeoLoop | 069.800
2017-02-21 16:16:58 | TEMPLOG : Table    One | 074.300
2017-02-21 16:17:59 | TEMPLOG : Bio   Filter | 070.700
2017-02-21 16:17:59 | TEMPLOG : To   GeoLoop | 068.900
2017-02-21 16:17:59 | TEMPLOG : Table    One | 072.500
2017-02-21 16:19:00 | TEMPLOG : Bio   Filter | 069.800
2017-02-21 16:19:00 | TEMPLOG : To   GeoLoop | 068.000
2017-02-21 16:19:00 | TEMPLOG : Table    One | 071.600
2017-02-21 16:20:01 | TEMPLOG : Bio   Filter | 068.900
2017-02-21 16:20:01 | TEMPLOG : Table    One | 070.700
2017-02-21 16:22:03 | TEMPLOG : To   GeoLoop | 067.100
2017-02-21 16:23:03 | TEMPLOG : WellhouseOne | 065.300
2017-02-21 16:23:04 | TEMPLOG : To   GeoLoop | 068.000
2017-02-21 16:23:04 | TEMPLOG : Table    One | 072.500
2017-02-21 16:24:04 | TEMPLOG : Bio   Filter | 069.800
2017-02-21 16:24:05 | TEMPLOG : Table    One | 075.200
2017-02-21 16:25:06 | TEMPLOG : WellhouseOne | 066.200
2017-02-21 16:25:06 | TEMPLOG : Bio   Filter | 070.700
2017-02-21 16:25:06 | TEMPLOG : To   GeoLoop | 068.900
2017-02-21 16:25:07 | TEMPLOG : Table    One | 076.100
2017-02-21 16:26:07 | TEMPLOG : To   GeoLoop | 069.800
2017-02-21 16:26:08 | TEMPLOG : Table    One | 077.900
2017-02-21 16:27:10 | TEMPLOG : Bio   Filter | 071.600
2017-02-21 16:28:11 | TEMPLOG : Table    One | 077.000
2017-02-21 16:29:12 | TEMPLOG : WellhouseOne | 065.300
2017-02-21 16:29:13 | TEMPLOG : Table    One | 076.100
2017-02-21 16:30:13 | TEMPLOG : Bio   Filter | 070.700
2017-02-21 16:30:14 | TEMPLOG : To   GeoLoop | 068.900
2017-02-21 16:30:14 | TEMPLOG : Table    One | 075.200
