2017-07-03 13:16:04 | -=< Temperature Logger Restart >=-
2017-07-03 13:16:04 | TEMPLOG : WellhouseOne | 079.700
2017-07-03 13:16:05 | TEMPLOG : To   GeoLoop | 080.600
2017-07-03 13:16:05 | TEMPLOG : Table    One | 084.200
2017-07-03 13:17:06 | TEMPLOG : To   GeoLoop | 079.700
2017-07-03 13:17:06 | TEMPLOG : Table    One | 083.300
2017-07-03 13:18:07 | TEMPLOG : To   GeoLoop | 078.800
2017-07-03 13:18:07 | TEMPLOG : Table    One | 082.400
2017-07-03 13:20:08 | TEMPLOG : To   GeoLoop | 077.900
2017-07-03 13:20:08 | TEMPLOG : Table    One | 081.500
2017-07-03 13:21:08 | TEMPLOG : WellhouseOne | 078.800
2017-07-03 13:25:12 | TEMPLOG : Table    One | 080.600
2017-07-03 13:29:15 | TEMPLOG : Table    One | 081.500
2017-07-03 13:35:20 | TEMPLOG : Table    One | 080.600
2017-07-03 13:37:22 | TEMPLOG : To   GeoLoop | 077.000
2017-07-03 13:38:23 | TEMPLOG : Table    One | 079.700
2017-07-03 13:39:24 | TEMPLOG : Table    One | 080.600
2017-07-03 13:40:25 | TEMPLOG : Table    One | 079.700
2017-07-03 13:41:26 | TEMPLOG : Table    One | 080.600
2017-07-03 13:45:29 | TEMPLOG : To   GeoLoop | 077.900
2017-07-03 13:47:30 | TEMPLOG : WellhouseOne | 079.700
2017-07-03 13:47:31 | TEMPLOG : To   GeoLoop | 078.800
2017-07-03 13:47:31 | TEMPLOG : Table    One | 081.500
2017-07-03 13:48:32 | TEMPLOG : To   GeoLoop | 080.600
2017-07-03 13:48:32 | TEMPLOG : Table    One | 082.400
2017-07-03 13:49:32 | TEMPLOG : WellhouseOne | 080.600
2017-07-03 13:49:32 | TEMPLOG : To   GeoLoop | 082.400
2017-07-03 13:49:33 | TEMPLOG : Table    One | 083.300
2017-07-03 13:50:33 | TEMPLOG : To   GeoLoop | 083.300
2017-07-03 13:50:33 | TEMPLOG : Table    One | 084.200
2017-07-03 13:51:35 | TEMPLOG : Table    One | 083.300
2017-07-03 13:52:36 | TEMPLOG : To   GeoLoop | 081.500
2017-07-03 13:52:37 | TEMPLOG : Table    One | 082.400
2017-07-03 13:53:37 | TEMPLOG : WellhouseOne | 079.700
2017-07-03 13:53:38 | TEMPLOG : To   GeoLoop | 080.600
2017-07-03 13:54:38 | TEMPLOG : To   GeoLoop | 079.700
2017-07-03 13:55:39 | TEMPLOG : To   GeoLoop | 080.600
2017-07-03 13:56:39 | TEMPLOG : To   GeoLoop | 082.400
2017-07-03 13:56:40 | TEMPLOG : Table    One | 083.300
2017-07-03 13:57:40 | TEMPLOG : WellhouseOne | 080.600
2017-07-03 13:57:40 | TEMPLOG : To   GeoLoop | 085.100
2017-07-03 13:57:40 | TEMPLOG : Table    One | 084.200
2017-07-03 13:58:41 | TEMPLOG : WellhouseOne | 079.700
2017-07-03 13:58:42 | TEMPLOG : To   GeoLoop | 086.000
2017-07-03 13:58:43 | TEMPLOG : Table    One | 085.100
2017-07-03 14:00:44 | TEMPLOG : WellhouseOne | 079.700
2017-07-03 14:00:44 | TEMPLOG : To   GeoLoop | 086.000
2017-07-03 14:00:45 | TEMPLOG : Table    One | 085.100
2017-07-03 14:01:45 | TEMPLOG : WellhouseOne | 078.800
2017-07-03 14:01:45 | TEMPLOG : To   GeoLoop | 085.100
2017-07-03 14:02:46 | TEMPLOG : WellhouseOne | 079.700
2017-07-03 14:03:47 | TEMPLOG : WellhouseOne | 080.600
2017-07-03 14:04:48 | TEMPLOG : To   GeoLoop | 084.200
2017-07-03 14:08:52 | TEMPLOG : To   GeoLoop | 083.300
2017-07-03 14:10:54 | TEMPLOG : To   GeoLoop | 082.400
2017-07-03 14:11:55 | TEMPLOG : To   GeoLoop | 081.500
2017-07-03 14:11:55 | TEMPLOG : Table    One | 084.200
2017-07-03 14:13:57 | TEMPLOG : WellhouseOne | 079.700
2017-07-03 14:13:57 | TEMPLOG : To   GeoLoop | 080.600
2017-07-03 14:15:59 | TEMPLOG : To   GeoLoop | 079.700
2017-07-03 14:15:59 | TEMPLOG : Table    One | 083.300
2017-07-03 14:17:00 | TEMPLOG : WellhouseOne | 078.800
2017-07-03 14:17:00 | TEMPLOG : To   GeoLoop | 078.800
2017-07-03 14:17:00 | TEMPLOG : Table    One | 082.400
