2017-08-09 22:07:08 | -=< Temperature Logger Restart >=-
2017-08-09 22:07:08 | TEMPLOG : WellhouseOne | 061.700
2017-08-09 22:07:08 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 22:07:08 | TEMPLOG : Table    One | 068.900
2017-08-09 22:10:10 | TEMPLOG : WellhouseOne | 060.800
2017-08-09 22:11:11 | TEMPLOG : To   GeoLoop | 071.600
2017-08-09 22:12:14 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 22:14:15 | TEMPLOG : WellhouseOne | 061.700
2017-08-09 22:14:15 | TEMPLOG : To   GeoLoop | 071.600
2017-08-09 22:17:17 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 22:18:18 | TEMPLOG : To   GeoLoop | 071.600
2017-08-09 22:19:19 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 22:25:25 | TEMPLOG : WellhouseOne | 060.800
2017-08-09 22:30:29 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 22:31:30 | TEMPLOG : WellhouseOne | 060.800
2017-08-09 22:34:33 | TEMPLOG : Table    One | 068.000
2017-08-09 22:35:33 | TEMPLOG : Table    One | 068.900
2017-08-09 22:36:34 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 22:38:36 | TEMPLOG : WellhouseOne | 060.800
2017-08-09 22:39:37 | TEMPLOG : Table    One | 068.000
2017-08-09 22:41:39 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 22:41:40 | TEMPLOG : Table    One | 068.900
2017-08-09 22:45:43 | TEMPLOG : WellhouseOne | 059.000
2017-08-09 22:46:44 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 22:46:45 | TEMPLOG : Table    One | 068.000
2017-08-09 22:47:45 | TEMPLOG : WellhouseOne | 059.000
2017-08-09 22:47:46 | TEMPLOG : Table    One | 068.900
2017-08-09 22:48:46 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 22:49:48 | TEMPLOG : Table    One | 068.000
2017-08-09 22:50:49 | TEMPLOG : WellhouseOne | 060.800
2017-08-09 22:50:49 | TEMPLOG : Table    One | 068.900
2017-08-09 22:51:50 | TEMPLOG : Table    One | 068.000
2017-08-09 22:53:51 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 22:54:52 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:00:59 | TEMPLOG : WellhouseOne | 060.800
2017-08-09 23:00:59 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:00:59 | TEMPLOG : Table    One | 068.000
2017-08-09 23:06:03 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:07:05 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:08:06 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 23:08:07 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:09:08 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:11:09 | TEMPLOG : WellhouseOne | 060.800
2017-08-09 23:14:13 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:15:14 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:20:20 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:21:22 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:22:23 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 23:23:24 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:24:25 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:32:31 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:33:33 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:41:47 | TEMPLOG : WellhouseOne | 059.000
2017-08-09 23:42:48 | TEMPLOG : WellhouseOne | 059.900
2017-08-09 23:42:48 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:43:49 | TEMPLOG : WellhouseOne | 059.000
2017-08-09 23:43:50 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:46:53 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:48:54 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:50:56 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:51:56 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:52:57 | TEMPLOG : To   GeoLoop | 069.800
2017-08-09 23:53:58 | TEMPLOG : To   GeoLoop | 070.700
2017-08-09 23:59:02 | TEMPLOG : To   GeoLoop | 069.800
