2017-08-23 05:53:25 | -=< Temperature Logger Restart >=-
2017-08-23 05:53:25 | TEMPLOG : WellhouseOne | 059.900
2017-08-23 05:53:26 | TEMPLOG : To   GeoLoop | 069.800
2017-08-23 05:53:26 | TEMPLOG : Table    One | 068.000
2017-08-23 05:54:27 | TEMPLOG : WellhouseOne | 060.800
2017-08-23 05:54:27 | TEMPLOG : To   GeoLoop | 068.900
2017-08-23 05:55:28 | TEMPLOG : WellhouseOne | 059.900
2017-08-23 06:00:33 | TEMPLOG : WellhouseOne | 059.900
2017-08-23 06:00:33 | TEMPLOG : To   GeoLoop | 068.900
2017-08-23 06:00:34 | TEMPLOG : Table    One | 068.000
2017-08-23 06:01:34 | TEMPLOG : WellhouseOne | 060.800
2017-08-23 06:03:37 | TEMPLOG : WellhouseOne | 059.900
2017-08-23 06:04:37 | TEMPLOG : WellhouseOne | 060.800
2017-08-23 06:20:57 | TEMPLOG : WellhouseOne | 059.900
