2017-01-27 03:48:39 | -=< Temperature Logger Restart >=-
2017-01-27 03:48:39 | TEMPLOG : WellhouseOne | 134.600
2017-01-27 03:48:39 | TEMPLOG : Bio   Filter | 022.100
2017-01-27 03:48:40 | TEMPLOG : To   GeoLoop | 035.600
2017-01-27 03:48:40 | TEMPLOG : Table    One | 021.200
2017-01-27 03:49:41 | TEMPLOG : WellhouseOne | 136.400
2017-01-27 03:49:41 | TEMPLOG : Bio   Filter | 021.200
2017-01-27 03:50:42 | TEMPLOG : WellhouseOne | 101.300
2017-01-27 03:50:43 | TEMPLOG : Bio   Filter | 022.100
2017-01-27 03:51:44 | TEMPLOG : WellhouseOne | 085.100
2017-01-27 03:51:44 | TEMPLOG : Table    One | 022.100
2017-01-27 03:52:45 | TEMPLOG : WellhouseOne | 074.300
2017-01-27 03:52:45 | TEMPLOG : Bio   Filter | 021.200
2017-01-27 03:53:46 | TEMPLOG : WellhouseOne | 069.800
2017-01-27 03:53:46 | TEMPLOG : Bio   Filter | 022.100
2017-01-27 03:54:47 | TEMPLOG : WellhouseOne | 063.500
2017-01-27 03:55:48 | TEMPLOG : WellhouseOne | 058.100
2017-01-27 03:56:49 | TEMPLOG : WellhouseOne | 056.300
2017-01-27 03:57:51 | TEMPLOG : WellhouseOne | 053.600
2017-01-27 03:58:52 | TEMPLOG : WellhouseOne | 052.700
2017-01-27 03:59:53 | TEMPLOG : WellhouseOne | 050.900
2017-01-27 04:00:55 | TEMPLOG : WellhouseOne | 050.000
2017-01-27 04:00:56 | TEMPLOG : Bio   Filter | 022.100
2017-01-27 04:00:56 | TEMPLOG : To   GeoLoop | 035.600
2017-01-27 04:00:56 | TEMPLOG : Table    One | 022.100
2017-01-27 04:01:56 | TEMPLOG : WellhouseOne | 049.100
2017-01-27 04:02:57 | TEMPLOG : WellhouseOne | 048.200
2017-01-27 04:03:58 | TEMPLOG : WellhouseOne | 047.300
2017-01-27 04:04:59 | TEMPLOG : WellhouseOne | 046.400
2017-01-27 04:06:01 | TEMPLOG : WellhouseOne | 045.500
2017-01-27 04:07:02 | TEMPLOG : WellhouseOne | 044.600
2017-01-27 04:08:04 | TEMPLOG : WellhouseOne | 043.700
