2017-05-31 10:08:17 | -=< Temperature Logger Restart >=-
2017-05-31 10:08:17 | TEMPLOG : WellhouseOne | 064.400
2017-05-31 10:08:18 | TEMPLOG : To   GeoLoop | 069.800
2017-05-31 10:08:18 | TEMPLOG : Table    One | 093.200
2017-05-31 10:09:18 | TEMPLOG : Table    One | 092.300
2017-05-31 10:10:19 | TEMPLOG : Table    One | 093.200
2017-05-31 10:11:20 | TEMPLOG : To   GeoLoop | 070.700
2017-05-31 10:11:21 | TEMPLOG : Table    One | 094.100
2017-05-31 10:12:21 | TEMPLOG : WellhouseOne | 065.300
2017-05-31 10:13:22 | TEMPLOG : Table    One | 093.200
2017-05-31 10:14:22 | TEMPLOG : Table    One | 091.400
2017-05-31 10:15:23 | TEMPLOG : Table    One | 092.300
2017-05-31 10:18:25 | TEMPLOG : WellhouseOne | 066.200
2017-05-31 10:19:26 | TEMPLOG : Table    One | 093.200
2017-05-31 10:20:27 | TEMPLOG : Table    One | 094.100
2017-05-31 10:23:30 | TEMPLOG : Table    One | 093.200
2017-05-31 10:24:30 | TEMPLOG : WellhouseOne | 067.100
2017-05-31 10:24:31 | TEMPLOG : Table    One | 092.300
2017-05-31 10:25:32 | TEMPLOG : Table    One | 093.200
2017-05-31 10:27:34 | TEMPLOG : To   GeoLoop | 071.600
2017-05-31 10:27:34 | TEMPLOG : Table    One | 094.100
2017-05-31 10:28:36 | TEMPLOG : Table    One | 095.000
2017-05-31 10:29:36 | TEMPLOG : Table    One | 095.900
2017-05-31 10:31:38 | TEMPLOG : WellhouseOne | 066.200
2017-05-31 10:33:39 | TEMPLOG : WellhouseOne | 067.100
2017-05-31 10:34:41 | TEMPLOG : Table    One | 095.000
2017-05-31 10:37:42 | TEMPLOG : WellhouseOne | 068.000
2017-05-31 10:40:45 | TEMPLOG : Table    One | 095.900
2017-05-31 10:41:46 | TEMPLOG : Table    One | 095.000
2017-05-31 10:43:48 | TEMPLOG : To   GeoLoop | 072.500
2017-05-31 10:43:49 | TEMPLOG : Table    One | 095.900
2017-05-31 10:44:49 | TEMPLOG : WellhouseOne | 068.900
2017-05-31 10:45:50 | TEMPLOG : WellhouseOne | 068.000
2017-05-31 10:46:50 | TEMPLOG : WellhouseOne | 068.900
2017-05-31 10:47:52 | TEMPLOG : WellhouseOne | 068.000
2017-05-31 10:48:53 | TEMPLOG : Table    One | 096.800
2017-05-31 10:49:54 | TEMPLOG : Table    One | 095.900
2017-05-31 10:51:57 | TEMPLOG : Table    One | 095.000
2017-05-31 10:53:58 | TEMPLOG : WellhouseOne | 068.900
2017-05-31 10:53:58 | TEMPLOG : Table    One | 095.900
2017-05-31 10:54:59 | TEMPLOG : To   GeoLoop | 073.400
2017-05-31 10:54:59 | TEMPLOG : Table    One | 095.000
2017-05-31 10:56:00 | TEMPLOG : Table    One | 093.200
2017-05-31 10:57:01 | TEMPLOG : Table    One | 094.100
2017-05-31 10:58:01 | TEMPLOG : Table    One | 093.200
2017-05-31 10:59:02 | TEMPLOG : Table    One | 094.100
2017-05-31 11:00:02 | TEMPLOG : WellhouseOne | 068.900
2017-05-31 11:00:03 | TEMPLOG : To   GeoLoop | 073.400
2017-05-31 11:00:03 | TEMPLOG : Table    One | 095.900
2017-05-31 11:01:04 | TEMPLOG : Table    One | 096.800
2017-05-31 11:03:05 | TEMPLOG : WellhouseOne | 069.800
2017-05-31 11:03:06 | TEMPLOG : Table    One | 097.700
2017-05-31 11:04:07 | TEMPLOG : To   GeoLoop | 074.300
2017-05-31 11:05:07 | TEMPLOG : WellhouseOne | 070.700
2017-05-31 11:05:08 | TEMPLOG : Table    One | 096.800
2017-05-31 11:06:09 | TEMPLOG : Table    One | 095.900
2017-05-31 11:07:09 | TEMPLOG : WellhouseOne | 069.800
2017-05-31 11:07:09 | TEMPLOG : Table    One | 096.800
2017-05-31 11:08:10 | TEMPLOG : Table    One | 097.700
2017-05-31 11:09:10 | TEMPLOG : To   GeoLoop | 075.200
2017-05-31 11:10:12 | TEMPLOG : Table    One | 098.600
2017-05-31 11:12:13 | TEMPLOG : To   GeoLoop | 076.100
2017-05-31 11:12:13 | TEMPLOG : Table    One | 099.500
2017-05-31 11:15:17 | TEMPLOG : To   GeoLoop | 077.000
2017-05-31 11:15:18 | TEMPLOG : Table    One | 098.600
2017-05-31 11:17:18 | TEMPLOG : WellhouseOne | 070.700
2017-05-31 11:17:19 | TEMPLOG : Table    One | 099.500
2017-05-31 11:18:20 | TEMPLOG : To   GeoLoop | 077.900
2017-05-31 11:18:20 | TEMPLOG : Table    One | 098.600
2017-05-31 11:20:22 | TEMPLOG : Table    One | 099.500
2017-05-31 11:22:23 | TEMPLOG : To   GeoLoop | 078.800
2017-05-31 11:24:24 | TEMPLOG : WellhouseOne | 071.600
2017-05-31 11:24:25 | TEMPLOG : Table    One | 100.400
2017-05-31 11:25:26 | TEMPLOG : Table    One | 098.600
2017-05-31 11:28:28 | TEMPLOG : Table    One | 099.500
2017-05-31 11:34:34 | TEMPLOG : To   GeoLoop | 079.700
2017-05-31 11:34:34 | TEMPLOG : Table    One | 098.600
2017-05-31 11:35:35 | TEMPLOG : Table    One | 099.500
2017-05-31 11:37:36 | TEMPLOG : Table    One | 100.400
2017-05-31 11:41:39 | TEMPLOG : WellhouseOne | 072.500
2017-05-31 11:41:40 | TEMPLOG : To   GeoLoop | 078.800
2017-05-31 11:41:40 | TEMPLOG : Table    One | 101.300
2017-05-31 11:42:41 | TEMPLOG : Table    One | 099.500
2017-05-31 11:43:42 | TEMPLOG : Table    One | 098.600
2017-05-31 11:44:44 | TEMPLOG : Table    One | 099.500
2017-05-31 11:45:45 | TEMPLOG : Table    One | 098.600
2017-05-31 11:46:45 | TEMPLOG : Table    One | 099.500
2017-05-31 11:47:46 | TEMPLOG : To   GeoLoop | 079.700
2017-05-31 11:47:46 | TEMPLOG : Table    One | 100.400
2017-05-31 11:50:49 | TEMPLOG : Table    One | 101.300
2017-05-31 11:51:50 | TEMPLOG : Table    One | 100.400
2017-05-31 11:52:50 | TEMPLOG : To   GeoLoop | 080.600
2017-05-31 11:55:53 | TEMPLOG : Table    One | 101.300
2017-05-31 11:58:55 | TEMPLOG : WellhouseOne | 071.600
