2017-08-11 09:37:53 | -=< Temperature Logger Restart >=-
2017-08-11 09:37:53 | TEMPLOG : WellhouseOne | 066.200
2017-08-11 09:37:54 | TEMPLOG : To   GeoLoop | 070.700
2017-08-11 09:37:54 | TEMPLOG : Table    One | 068.900
2017-08-11 09:41:57 | TEMPLOG : WellhouseOne | 067.100
2017-08-11 09:52:08 | TEMPLOG : WellhouseOne | 068.000
2017-08-11 09:53:14 | TEMPLOG : To   GeoLoop | 071.600
2017-08-11 09:58:17 | TEMPLOG : WellhouseOne | 067.100
2017-08-11 10:00:19 | TEMPLOG : WellhouseOne | 068.000
2017-08-11 10:00:19 | TEMPLOG : To   GeoLoop | 071.600
2017-08-11 10:00:20 | TEMPLOG : Table    One | 068.900
2017-08-11 10:03:22 | TEMPLOG : WellhouseOne | 067.100
2017-08-11 10:09:27 | TEMPLOG : WellhouseOne | 066.200
2017-08-11 14:19:53 | -=< Temperature Logger Restart >=-
2017-08-11 14:19:54 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 14:19:54 | TEMPLOG : To   GeoLoop | 085.100
2017-08-11 14:19:54 | TEMPLOG : Table    One | 076.100
2017-08-11 14:23:01 | TEMPLOG : WellhouseOne | 074.300
2017-08-11 14:24:02 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 14:38:15 | TEMPLOG : WellhouseOne | 072.500
2017-08-11 14:38:16 | TEMPLOG : To   GeoLoop | 086.000
2017-08-11 14:45:25 | TEMPLOG : WellhouseOne | 071.600
2017-08-11 14:47:34 | TEMPLOG : Table    One | 077.000
2017-08-11 14:53:40 | TEMPLOG : WellhouseOne | 072.500
2017-08-11 14:54:40 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 14:55:42 | TEMPLOG : WellhouseOne | 072.500
2017-08-11 14:57:43 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 15:00:46 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 15:00:46 | TEMPLOG : To   GeoLoop | 086.000
2017-08-11 15:00:47 | TEMPLOG : Table    One | 077.000
2017-08-11 15:03:50 | TEMPLOG : WellhouseOne | 074.300
2017-08-11 15:06:54 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 15:08:56 | TEMPLOG : WellhouseOne | 074.300
2017-08-11 15:09:57 | TEMPLOG : To   GeoLoop | 085.100
2017-08-11 15:11:59 | TEMPLOG : To   GeoLoop | 086.000
2017-08-11 15:19:04 | TEMPLOG : To   GeoLoop | 085.100
2017-08-11 15:22:06 | TEMPLOG : To   GeoLoop | 084.200
2017-08-11 15:23:07 | TEMPLOG : Table    One | 076.100
2017-08-11 15:24:07 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 15:24:08 | TEMPLOG : Table    One | 077.000
2017-08-11 15:25:08 | TEMPLOG : WellhouseOne | 074.300
2017-08-11 15:25:09 | TEMPLOG : To   GeoLoop | 085.100
2017-08-11 15:28:10 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 15:28:11 | TEMPLOG : To   GeoLoop | 086.000
2017-08-11 15:29:11 | TEMPLOG : WellhouseOne | 074.300
2017-08-11 15:30:12 | TEMPLOG : WellhouseOne | 073.400
2017-08-11 15:31:12 | TEMPLOG : WellhouseOne | 074.300
