2017-05-12 20:11:59 | -=< Temperature Logger Restart >=-
2017-05-12 20:11:59 | TEMPLOG : WellhouseOne | 071.600
2017-05-12 20:11:59 | TEMPLOG : To   GeoLoop | 068.000
2017-05-12 20:11:59 | TEMPLOG : Table    One | 067.100
2017-05-12 20:13:00 | TEMPLOG : Table    One | 066.200
2017-05-12 20:20:07 | TEMPLOG : WellhouseOne | 070.700
2017-05-12 20:33:19 | TEMPLOG : WellhouseOne | 069.800
2017-05-12 20:34:21 | TEMPLOG : WellhouseOne | 070.700
2017-05-12 20:35:21 | TEMPLOG : WellhouseOne | 069.800
2017-05-12 20:42:29 | TEMPLOG : WellhouseOne | 068.900
2017-05-12 20:44:32 | TEMPLOG : Table    One | 067.100
2017-05-12 20:46:34 | TEMPLOG : Table    One | 066.200
2017-05-12 20:47:34 | TEMPLOG : WellhouseOne | 069.800
2017-05-12 20:52:37 | TEMPLOG : WellhouseOne | 068.900
2017-05-12 20:57:43 | TEMPLOG : WellhouseOne | 068.000
2017-05-12 21:00:45 | TEMPLOG : WellhouseOne | 068.000
2017-05-12 21:00:45 | TEMPLOG : To   GeoLoop | 068.000
2017-05-12 21:00:45 | TEMPLOG : Table    One | 065.300
2017-05-12 21:04:48 | TEMPLOG : To   GeoLoop | 067.100
2017-05-12 21:19:00 | TEMPLOG : WellhouseOne | 067.100
2017-05-12 21:25:06 | TEMPLOG : WellhouseOne | 066.200
2017-05-12 21:27:10 | TEMPLOG : Table    One | 064.400
2017-05-12 21:29:13 | TEMPLOG : Table    One | 065.300
2017-05-12 21:30:14 | TEMPLOG : Table    One | 064.400
2017-05-12 21:36:18 | TEMPLOG : WellhouseOne | 065.300
2017-05-12 21:57:38 | TEMPLOG : WellhouseOne | 064.400
2017-05-12 22:00:40 | TEMPLOG : WellhouseOne | 064.400
2017-05-12 22:00:41 | TEMPLOG : To   GeoLoop | 067.100
2017-05-12 22:00:41 | TEMPLOG : Table    One | 064.400
2017-05-12 22:06:45 | TEMPLOG : Table    One | 063.500
2017-05-12 22:07:47 | TEMPLOG : Table    One | 064.400
2017-05-12 22:10:49 | TEMPLOG : Table    One | 063.500
2017-05-12 22:11:49 | TEMPLOG : Table    One | 064.400
2017-05-12 22:12:50 | TEMPLOG : Table    One | 063.500
2017-05-12 22:13:50 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 22:14:52 | TEMPLOG : Table    One | 064.400
2017-05-12 22:18:56 | TEMPLOG : To   GeoLoop | 066.200
2017-05-12 22:18:56 | TEMPLOG : Table    One | 063.500
2017-05-12 22:20:58 | TEMPLOG : To   GeoLoop | 067.100
2017-05-12 22:20:58 | TEMPLOG : Table    One | 064.400
2017-05-12 22:21:58 | TEMPLOG : To   GeoLoop | 066.200
2017-05-12 22:21:58 | TEMPLOG : Table    One | 063.500
2017-05-12 22:25:00 | TEMPLOG : WellhouseOne | 064.400
2017-05-12 22:28:03 | TEMPLOG : To   GeoLoop | 067.100
2017-05-12 22:30:05 | TEMPLOG : To   GeoLoop | 066.200
2017-05-12 22:31:05 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 22:42:15 | TEMPLOG : WellhouseOne | 064.400
2017-05-12 22:43:16 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 22:44:18 | TEMPLOG : WellhouseOne | 064.400
2017-05-12 22:48:23 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 23:00:34 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 23:00:35 | TEMPLOG : To   GeoLoop | 066.200
2017-05-12 23:00:35 | TEMPLOG : Table    One | 063.500
2017-05-12 23:01:35 | TEMPLOG : WellhouseOne | 062.600
2017-05-12 23:11:44 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 23:23:55 | TEMPLOG : WellhouseOne | 062.600
2017-05-12 23:24:55 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 23:26:57 | TEMPLOG : WellhouseOne | 062.600
2017-05-12 23:30:00 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 23:35:03 | TEMPLOG : WellhouseOne | 062.600
2017-05-12 23:43:09 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 23:44:09 | TEMPLOG : WellhouseOne | 062.600
2017-05-12 23:44:10 | TEMPLOG : Table    One | 062.600
2017-05-12 23:45:10 | TEMPLOG : WellhouseOne | 063.500
2017-05-12 23:45:11 | TEMPLOG : Table    One | 063.500
2017-05-12 23:50:14 | TEMPLOG : WellhouseOne | 062.600
2017-05-12 23:50:14 | TEMPLOG : Table    One | 062.600
2017-05-12 23:51:15 | TEMPLOG : Table    One | 063.500
2017-05-12 23:52:16 | TEMPLOG : Table    One | 062.600
2017-05-12 23:58:21 | TEMPLOG : To   GeoLoop | 065.300
2017-05-12 23:59:22 | TEMPLOG : To   GeoLoop | 066.200
