2017-11-10 04:22:57 | -=< Temperature Logger Restart >=-
2017-11-10 04:22:58 | TEMPLOG : To   GeoLoop | 046.400
2017-11-10 04:22:58 | TEMPLOG : Table    One | 039.200
2017-11-10 04:23:09 | -=< Temperature Logger Restart >=-
2017-11-10 04:23:09 | TEMPLOG : To   GeoLoop | 046.400
2017-11-10 04:23:09 | TEMPLOG : Table    One | 039.200
2017-11-10 04:36:24 | TEMPLOG : WellhouseOne | 031.100
2017-11-10 05:00:49 | TEMPLOG : To   GeoLoop | 046.400
2017-11-10 05:00:49 | TEMPLOG : Table    One | 039.200
2017-11-10 05:50:35 | TEMPLOG : WellhouseOne | 030.200
2017-11-10 05:51:37 | TEMPLOG : WellhouseOne | 031.100
2017-11-10 06:00:47 | TEMPLOG : WellhouseOne | 031.100
2017-11-10 06:00:47 | TEMPLOG : To   GeoLoop | 046.400
2017-11-10 06:00:47 | TEMPLOG : Table    One | 039.200
2017-11-10 07:00:38 | TEMPLOG : WellhouseOne | 031.100
2017-11-10 07:00:38 | TEMPLOG : To   GeoLoop | 046.400
2017-11-10 07:00:38 | TEMPLOG : Table    One | 039.200
2017-11-10 07:13:50 | TEMPLOG : WellhouseOne | 030.200
2017-11-10 07:15:52 | TEMPLOG : WellhouseOne | 031.100
2017-11-10 07:21:01 | TEMPLOG : Table    One | 040.100
2017-11-10 07:34:15 | TEMPLOG : WellhouseOne | 032.900
2017-11-10 07:34:16 | TEMPLOG : To   GeoLoop | 047.300
2017-11-10 07:47:27 | TEMPLOG : Table    One | 041.000
2017-11-10 07:49:29 | TEMPLOG : Table    One | 040.100
2017-11-10 07:50:29 | TEMPLOG : Table    One | 041.000
2017-11-10 08:00:38 | TEMPLOG : WellhouseOne | 032.900
2017-11-10 08:00:39 | TEMPLOG : To   GeoLoop | 047.300
2017-11-10 08:00:39 | TEMPLOG : Table    One | 041.000
2017-11-10 08:02:40 | TEMPLOG : WellhouseOne | 033.800
2017-11-10 08:05:44 | TEMPLOG : WellhouseOne | 032.900
2017-11-10 08:08:47 | TEMPLOG : WellhouseOne | 033.800
2017-11-10 08:14:53 | TEMPLOG : Table    One | 041.900
2017-11-10 08:15:53 | TEMPLOG : Table    One | 041.000
2017-11-10 08:18:58 | TEMPLOG : Table    One | 041.900
2017-11-10 08:19:59 | TEMPLOG : Table    One | 041.000
2017-11-10 08:21:00 | TEMPLOG : Table    One | 041.900
2017-11-10 08:25:04 | TEMPLOG : To   GeoLoop | 048.200
2017-11-10 08:31:09 | TEMPLOG : WellhouseOne | 034.700
2017-11-10 08:49:27 | TEMPLOG : Table    One | 042.800
2017-11-10 08:53:31 | TEMPLOG : To   GeoLoop | 049.100
2017-11-10 08:56:32 | TEMPLOG : WellhouseOne | 035.600
2017-11-10 08:57:33 | TEMPLOG : WellhouseOne | 034.700
2017-11-10 09:00:36 | TEMPLOG : WellhouseOne | 034.700
2017-11-10 09:00:36 | TEMPLOG : To   GeoLoop | 049.100
2017-11-10 09:00:36 | TEMPLOG : Table    One | 043.700
2017-11-10 09:01:36 | TEMPLOG : WellhouseOne | 035.600
2017-11-10 09:07:41 | TEMPLOG : WellhouseOne | 036.500
2017-11-10 09:11:46 | TEMPLOG : WellhouseOne | 037.400
2017-11-10 09:13:49 | TEMPLOG : To   GeoLoop | 050.000
2017-11-10 09:14:49 | TEMPLOG : To   GeoLoop | 049.100
2017-11-10 09:15:50 | TEMPLOG : To   GeoLoop | 050.000
2017-11-10 09:17:52 | TEMPLOG : WellhouseOne | 036.500
2017-11-10 09:18:53 | TEMPLOG : WellhouseOne | 037.400
2017-11-10 09:18:54 | TEMPLOG : Table    One | 044.600
2017-11-10 09:19:54 | TEMPLOG : WellhouseOne | 036.500
2017-11-10 09:20:55 | TEMPLOG : WellhouseOne | 037.400
2017-11-10 09:22:57 | TEMPLOG : WellhouseOne | 036.500
2017-11-10 09:23:57 | TEMPLOG : WellhouseOne | 037.400
