2014-10-20 08:44:52 | -=< Temperature Logger Restart >=-
2014-10-20 13:54:07 | TEMPLOG : South Window | 105.800
2014-10-20 14:00:12 | TEMPLOG : South Window | 104.000
2014-10-20 14:03:15 | TEMPLOG : South Window | 105.800
2014-10-20 14:05:15 | TEMPLOG : South Window | 104.900
2014-10-20 14:07:18 | TEMPLOG : South Window | 105.800
2014-10-20 14:09:19 | TEMPLOG : South Window | 104.900
2014-10-20 14:10:19 | TEMPLOG : South Window | 104.000
2014-10-20 14:14:21 | TEMPLOG : South Window | 103.100
2014-10-20 14:21:28 | TEMPLOG : South Window | 104.000
2014-10-20 14:22:28 | TEMPLOG : South Window | 104.900
2014-10-20 14:28:31 | TEMPLOG : South Window | 105.800
2014-10-20 14:29:32 | TEMPLOG : South Window | 106.700
2014-10-20 14:30:32 | TEMPLOG : South Window | 107.600
2014-10-20 14:31:32 | TEMPLOG : South Window | 105.800
2014-10-20 14:35:34 | TEMPLOG : South Window | 106.700
2014-10-20 14:36:35 | TEMPLOG : South Window | 107.600
2014-10-20 14:37:35 | TEMPLOG : South Window | 108.500
2014-10-20 14:38:36 | TEMPLOG : South Window | 109.400
2014-10-20 14:39:37 | TEMPLOG : South Window | 108.500
2014-10-20 14:40:37 | TEMPLOG : South Window | 107.600
2014-10-20 14:41:37 | TEMPLOG : South Window | 106.700
2014-10-20 14:43:39 | TEMPLOG : South Window | 104.900
2014-10-20 14:46:41 | TEMPLOG : South Window | 105.800
2014-10-20 14:47:42 | TEMPLOG : South Window | 106.700
2014-10-20 14:48:42 | TEMPLOG : South Window | 105.800
2014-10-20 14:50:43 | TEMPLOG : South Window | 104.900
2014-10-20 14:51:44 | TEMPLOG : South Window | 106.700
2014-10-20 14:52:44 | TEMPLOG : South Window | 107.600
2014-10-20 14:53:44 | TEMPLOG : South Window | 106.700
2014-10-20 14:54:45 | TEMPLOG : South Window | 105.800
2014-10-20 14:55:46 | TEMPLOG : South Window | 104.900
2014-10-20 14:59:48 | TEMPLOG : South Window | 106.700
2014-10-20 15:00:48 | TEMPLOG : South Window | 107.600
2014-10-20 15:04:53 | TEMPLOG : South Window | 108.500
2014-10-20 15:05:53 | TEMPLOG : South Window | 107.600
2014-10-20 15:07:54 | TEMPLOG : South Window | 106.700
2014-10-20 15:08:55 | TEMPLOG : South Window | 105.800
2014-10-20 15:10:58 | TEMPLOG : South Window | 104.900
2014-10-20 15:13:01 | TEMPLOG : South Window | 105.800
2014-10-20 15:14:02 | TEMPLOG : South Window | 107.600
2014-10-20 15:16:03 | TEMPLOG : South Window | 108.500
2014-10-20 15:17:03 | TEMPLOG : South Window | 107.600
2014-10-20 15:18:03 | TEMPLOG : South Window | 106.700
2014-10-20 15:21:04 | TEMPLOG : South Window | 105.800
2014-10-20 15:23:06 | TEMPLOG : South Window | 104.900
2014-10-20 15:27:08 | TEMPLOG : South Window | 104.000
2014-10-20 15:29:10 | TEMPLOG : South Window | 103.100
2014-10-20 15:30:10 | TEMPLOG : South Window | 102.200
2014-10-20 15:35:12 | TEMPLOG : South Window | 101.300
2014-10-20 15:37:13 | TEMPLOG : South Window | 100.400
2014-10-20 15:38:14 | TEMPLOG : South Window | 099.500
2014-10-20 15:44:17 | TEMPLOG : South Window | 100.400
2014-10-20 15:52:22 | TEMPLOG : South Window | 099.500
2014-10-20 15:54:23 | TEMPLOG : South Window | 100.400
2014-10-20 15:55:25 | TEMPLOG : South Window | 101.300
2014-10-20 16:03:28 | TEMPLOG : South Window | 099.500
2014-10-20 16:04:28 | TEMPLOG : South Window | 100.400
2014-10-20 16:05:29 | TEMPLOG : South Window | 099.500
2014-10-20 16:07:31 | TEMPLOG : South Window | 098.600
2014-10-20 16:10:34 | TEMPLOG : South Window | 097.700
2014-10-20 16:16:36 | TEMPLOG : South Window | 096.800
2014-10-20 16:23:40 | TEMPLOG : South Window | 095.900
2014-10-20 16:26:41 | TEMPLOG : South Window | 095.000
2014-10-20 16:28:42 | TEMPLOG : South Window | 094.100
2014-10-20 16:37:49 | TEMPLOG : South Window | 093.200
2014-10-20 16:46:52 | TEMPLOG : South Window | 092.300
2014-10-20 16:49:55 | TEMPLOG : South Window | 091.400
