2014-10-22 08:41:09 | -=< Temperature Logger Restart >=-
2014-10-22 12:37:44 | TEMPLOG : South Window | 094.100
2014-10-22 12:38:45 | TEMPLOG : South Window | 093.200
2014-10-22 12:40:46 | TEMPLOG : South Window | 092.300
2014-10-22 12:42:48 | TEMPLOG : South Window | 091.400
2014-10-22 12:45:49 | TEMPLOG : South Window | 092.300
2014-10-22 12:54:55 | TEMPLOG : South Window | 093.200
2014-10-22 12:56:57 | TEMPLOG : South Window | 094.100
2014-10-22 12:59:59 | TEMPLOG : South Window | 093.200
2014-10-22 13:02:00 | TEMPLOG : South Window | 094.100
2014-10-22 13:03:00 | TEMPLOG : South Window | 095.000
2014-10-22 13:05:03 | TEMPLOG : South Window | 095.900
2014-10-22 13:08:06 | TEMPLOG : South Window | 096.800
2014-10-22 13:11:10 | TEMPLOG : South Window | 095.900
2014-10-22 13:12:11 | TEMPLOG : South Window | 096.800
2014-10-22 13:15:12 | TEMPLOG : South Window | 098.600
2014-10-22 13:16:13 | TEMPLOG : South Window | 099.500
2014-10-22 13:20:15 | TEMPLOG : South Window | 100.400
2014-10-22 13:21:15 | TEMPLOG : South Window | 099.500
2014-10-22 13:22:16 | TEMPLOG : South Window | 098.600
2014-10-22 13:23:16 | TEMPLOG : South Window | 097.700
2014-10-22 13:24:17 | TEMPLOG : South Window | 095.900
2014-10-22 13:25:17 | TEMPLOG : South Window | 096.800
2014-10-22 13:28:18 | TEMPLOG : South Window | 097.700
2014-10-22 13:29:19 | TEMPLOG : South Window | 098.600
2014-10-22 13:32:20 | TEMPLOG : South Window | 099.500
2014-10-22 13:33:21 | TEMPLOG : South Window | 098.600
2014-10-22 13:34:22 | TEMPLOG : South Window | 099.500
2014-10-22 13:35:25 | TEMPLOG : South Window | 100.400
2014-10-22 13:36:26 | TEMPLOG : South Window | 099.500
2014-10-22 13:37:28 | TEMPLOG : South Window | 098.600
