2016-11-22 05:05:04 | -=< Temperature Logger Restart >=-
2016-11-22 05:05:04 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 05:05:04 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 05:05:05 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 05:05:05 | TEMPLOG : Table    One | 047.300
2016-11-22 05:06:06 | TEMPLOG : To   GeoLoop | 056.300
2016-11-22 05:07:08 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 05:12:14 | TEMPLOG : Table    One | 046.400
2016-11-22 05:13:14 | TEMPLOG : WellhouseOne | 044.600
2016-11-22 05:13:16 | TEMPLOG : Table    One | 047.300
2016-11-22 05:15:17 | TEMPLOG : WellhouseOne | 045.500
2016-11-22 05:15:18 | TEMPLOG : Table    One | 046.400
2016-11-22 05:16:18 | TEMPLOG : WellhouseOne | 044.600
2016-11-22 05:17:20 | TEMPLOG : Table    One | 047.300
2016-11-22 05:19:22 | TEMPLOG : Table    One | 046.400
2016-11-22 05:20:22 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 05:29:34 | TEMPLOG : Bio   Filter | 046.400
2016-11-22 05:30:35 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 05:32:39 | TEMPLOG : Bio   Filter | 046.400
2016-11-22 05:34:42 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 05:37:46 | TEMPLOG : Bio   Filter | 046.400
2016-11-22 05:38:47 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 05:42:52 | TEMPLOG : Bio   Filter | 046.400
2016-11-22 05:47:58 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 05:48:58 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 05:48:59 | TEMPLOG : Bio   Filter | 046.400
2016-11-22 05:51:00 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 05:52:01 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 05:52:01 | TEMPLOG : Bio   Filter | 046.400
2016-11-22 05:54:04 | TEMPLOG : WellhouseOne | 044.600
2016-11-22 06:00:14 | TEMPLOG : WellhouseOne | 044.600
2016-11-22 06:00:14 | TEMPLOG : Bio   Filter | 046.400
2016-11-22 06:00:14 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 06:00:15 | TEMPLOG : Table    One | 046.400
2016-11-22 06:03:17 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 06:16:33 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 06:32:56 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 06:33:56 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 06:35:58 | TEMPLOG : WellhouseOne | 044.600
2016-11-22 06:39:03 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 06:45:10 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 06:56:26 | TEMPLOG : WellhouseOne | 041.900
2016-11-22 06:57:26 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 06:59:29 | TEMPLOG : WellhouseOne | 041.900
2016-11-22 06:59:29 | TEMPLOG : To   GeoLoop | 054.500
2016-11-22 07:00:30 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 07:00:30 | TEMPLOG : Bio   Filter | 047.300
2016-11-22 07:00:30 | TEMPLOG : To   GeoLoop | 054.500
2016-11-22 07:00:30 | TEMPLOG : Table    One | 046.400
2016-11-22 07:02:32 | TEMPLOG : WellhouseOne | 041.900
2016-11-22 07:04:35 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 07:05:36 | TEMPLOG : To   GeoLoop | 054.500
2016-11-22 07:06:37 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 07:08:40 | TEMPLOG : To   GeoLoop | 054.500
2016-11-22 07:08:40 | TEMPLOG : Table    One | 045.500
2016-11-22 07:09:42 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 07:09:42 | TEMPLOG : Table    One | 046.400
2016-11-22 07:10:43 | TEMPLOG : To   GeoLoop | 054.500
2016-11-22 07:11:44 | TEMPLOG : Table    One | 045.500
2016-11-22 07:12:44 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 07:12:45 | TEMPLOG : Table    One | 046.400
2016-11-22 07:14:46 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 07:14:47 | TEMPLOG : Table    One | 045.500
2016-11-22 07:16:49 | TEMPLOG : Table    One | 046.400
2016-11-22 07:20:52 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 07:24:58 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 07:25:58 | TEMPLOG : To   GeoLoop | 054.500
2016-11-22 07:27:00 | TEMPLOG : To   GeoLoop | 055.400
2016-11-22 07:30:03 | TEMPLOG : WellhouseOne | 041.900
2016-11-22 07:30:03 | TEMPLOG : Bio   Filter | 048.200
2016-11-22 07:31:04 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 07:32:05 | TEMPLOG : WellhouseOne | 041.900
2016-11-22 07:36:10 | TEMPLOG : Table    One | 047.300
2016-11-22 07:51:27 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 07:53:30 | TEMPLOG : WellhouseOne | 043.700
2016-11-22 07:59:38 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 08:00:39 | TEMPLOG : WellhouseOne | 042.800
2016-11-22 08:00:40 | TEMPLOG : Bio   Filter | 048.200
2016-11-22 08:00:40 | TEMPLOG : To   GeoLoop | 055.400
