2016-12-16 04:59:01 | -=< Temperature Logger Restart >=-
2016-12-16 04:59:01 | TEMPLOG : WellhouseOne | 046.400
2016-12-16 04:59:01 | TEMPLOG : To   GeoLoop | 041.000
2016-12-16 04:59:25 | -=< Temperature Logger Restart >=-
2016-12-16 04:59:25 | TEMPLOG : WellhouseOne | 046.400
2016-12-16 04:59:26 | TEMPLOG : To   GeoLoop | 041.000
2016-12-16 05:00:26 | TEMPLOG : WellhouseOne | 045.500
2016-12-16 05:00:26 | TEMPLOG : To   GeoLoop | 041.000
2016-12-16 05:01:26 | TEMPLOG : WellhouseOne | 044.600
2016-12-16 05:03:27 | TEMPLOG : WellhouseOne | 043.700
2016-12-16 05:06:30 | TEMPLOG : WellhouseOne | 042.800
2016-12-16 05:08:32 | TEMPLOG : WellhouseOne | 041.900
2016-12-16 05:10:34 | TEMPLOG : WellhouseOne | 102.200
2016-12-16 05:11:35 | TEMPLOG : WellhouseOne | 120.200
2016-12-16 05:12:35 | TEMPLOG : WellhouseOne | 130.100
2016-12-16 05:13:36 | TEMPLOG : WellhouseOne | 135.500
2016-12-16 05:14:37 | TEMPLOG : WellhouseOne | 129.200
2016-12-16 05:15:38 | TEMPLOG : WellhouseOne | 096.800
2016-12-16 05:16:38 | TEMPLOG : WellhouseOne | 083.300
2016-12-16 05:17:39 | TEMPLOG : WellhouseOne | 073.400
2016-12-16 05:18:39 | TEMPLOG : WellhouseOne | 066.200
2016-12-16 05:19:41 | TEMPLOG : WellhouseOne | 059.000
2016-12-16 05:20:42 | TEMPLOG : WellhouseOne | 055.400
2016-12-16 05:21:43 | TEMPLOG : WellhouseOne | 053.600
2016-12-16 05:22:44 | TEMPLOG : WellhouseOne | 051.800
2016-12-16 05:23:45 | TEMPLOG : WellhouseOne | 050.000
2016-12-16 05:24:45 | TEMPLOG : WellhouseOne | 049.100
2016-12-16 05:25:47 | TEMPLOG : WellhouseOne | 048.200
2016-12-16 05:26:47 | TEMPLOG : WellhouseOne | 047.300
2016-12-16 05:27:48 | TEMPLOG : WellhouseOne | 046.400
2016-12-16 05:29:50 | TEMPLOG : WellhouseOne | 045.500
2016-12-16 05:30:51 | TEMPLOG : WellhouseOne | 043.700
2016-12-16 05:30:52 | TEMPLOG : Table    One | 032.900
2016-12-16 05:31:52 | TEMPLOG : WellhouseOne | 041.900
2016-12-16 05:32:52 | TEMPLOG : WellhouseOne | 041.000
2016-12-16 05:37:56 | TEMPLOG : WellhouseOne | 041.900
2016-12-16 05:38:56 | TEMPLOG : WellhouseOne | 042.800
2016-12-16 05:40:00 | TEMPLOG : WellhouseOne | 080.600
2016-12-16 05:41:01 | TEMPLOG : WellhouseOne | 111.200
2016-12-16 05:42:03 | TEMPLOG : WellhouseOne | 124.700
2016-12-16 05:43:04 | TEMPLOG : WellhouseOne | 133.700
2016-12-16 05:44:04 | TEMPLOG : WellhouseOne | 104.900
2016-12-16 05:45:05 | TEMPLOG : WellhouseOne | 086.000
2016-12-16 05:46:07 | TEMPLOG : WellhouseOne | 074.300
2016-12-16 05:47:07 | TEMPLOG : WellhouseOne | 068.000
