2016-11-13 14:07:17 | -=< Temperature Logger Restart >=-
2016-11-13 14:07:17 | TEMPLOG : WellhouseOne | 064.400
2016-11-13 14:07:17 | TEMPLOG : Ambient  Air | 073.400
2016-11-13 14:07:18 | TEMPLOG : To   GeoLoop | 064.400
2016-11-13 14:07:18 | TEMPLOG : Table    One | 072.500
2016-11-13 14:08:20 | TEMPLOG : Ambient  Air | 072.500
2016-11-13 14:08:20 | TEMPLOG : Table    One | 070.700
2016-11-13 14:09:20 | TEMPLOG : Ambient  Air | 071.600
2016-11-13 14:09:20 | TEMPLOG : Table    One | 069.800
2016-11-13 14:10:21 | TEMPLOG : Ambient  Air | 070.700
2016-11-13 14:11:23 | TEMPLOG : Ambient  Air | 069.800
2016-11-13 14:11:23 | TEMPLOG : To   GeoLoop | 063.500
2016-11-13 14:11:23 | TEMPLOG : Table    One | 068.900
2016-11-13 14:12:24 | TEMPLOG : WellhouseOne | 063.500
2016-11-13 14:13:24 | TEMPLOG : Ambient  Air | 068.900
2016-11-13 14:13:26 | TEMPLOG : Table    One | 068.000
2016-11-13 14:14:26 | TEMPLOG : Ambient  Air | 068.000
2016-11-13 14:14:27 | TEMPLOG : Table    One | 067.100
2016-11-13 14:15:11 | -=< Temperature Logger Restart >=-
2016-11-13 14:15:11 | TEMPLOG : WellhouseOne | 063.500
2016-11-13 14:15:11 | TEMPLOG : Bio   Filter | 068.000
2016-11-13 14:15:11 | TEMPLOG : To   GeoLoop | 063.500
2016-11-13 14:15:11 | TEMPLOG : Table    One | 067.100
2016-11-13 14:17:15 | TEMPLOG : Bio   Filter | 067.100
2016-11-13 14:21:20 | TEMPLOG : Bio   Filter | 066.200
2016-11-13 14:22:21 | TEMPLOG : Bio   Filter | 067.100
2016-11-13 14:23:21 | TEMPLOG : Bio   Filter | 066.200
2016-11-13 14:24:23 | TEMPLOG : Bio   Filter | 067.100
2016-11-13 14:24:24 | TEMPLOG : To   GeoLoop | 064.400
2016-11-13 14:24:24 | TEMPLOG : Table    One | 069.800
2016-11-13 14:26:25 | TEMPLOG : Bio   Filter | 068.900
